Sales,Stock Remaining (%),Avg_consumption Rate (%),Price,AVC,Category,Label
96,0.04,0.66,13.88,5.61,Fish,0
100,0.0,0.85,10.38,5.69,Salad,0
95,0.05,0.82,19.27,7.52,Pasta,0
95,0.05,0.66,16.17,8.84,Meat,0
86,0.14,0.94,20.3,10.93,Fish,0
100,0.0,0.89,23.21,10.07,Pasta,0
89,0.11,0.81,23.32,10.38,Pasta,0
98,0.02,0.79,45.18,22.55,Meat,0
83,0.17,0.98,22.36,8.49,Fish,0
100,0.0,0.73,6.92,3.23,Dessert,0
77,0.23,0.79,34.98,16.76,Fish,0
85,0.15,0.82,29.94,15.28,Fish,0
100,0.0,0.7,35.24,19.28,Meat,0
88,0.12,0.69,14.95,7.11,Salad,0
92,0.08,0.77,14.79,5.15,Pasta,0
77,0.23,0.78,48.41,19.51,Fish,0
86,0.14,0.79,6.77,2.08,Dessert,0
96,0.04,0.69,20.2,8.14,Pasta,0
100,0.0,0.84,24.11,8.66,Pasta,0
100,0.0,0.91,33.46,18.91,Fish,0
100,0.0,0.85,22.26,8.46,Pasta,0
100,0.0,0.85,14.3,8.32,Pasta,0
86,0.14,0.75,13.36,6.43,Salad,0
61,0.39,0.95,13.96,7.7,Pasta,0
69,0.31,0.97,35.06,14.3,Meat,0
92,0.08,0.76,28.45,15.33,Meat,0
73,0.27,0.85,16.13,6.61,Salad,0
78,0.22,1.0,22.85,13.3,Pasta,0
100,0.0,0.88,6.8,3.91,Dessert,0
89,0.11,0.78,22.02,8.14,Fish,0
100,0.0,0.76,21.85,10.44,Pasta,0
87,0.13,0.93,5.08,1.95,Dessert,0
100,0.0,0.86,42.43,18.85,Fish,0
100,0.0,0.68,14.75,4.51,Salad,0
99,0.01,0.72,21.67,11.83,Pasta,0
100,0.0,0.84,18.58,8.74,Salad,0
100,0.0,0.96,21.83,8.27,Pasta,0
97,0.03,0.78,19.98,11.61,Pasta,0
81,0.19,0.83,18.38,10.98,Salad,0
78,0.22,0.75,27.14,12.98,Meat,0
86,0.14,0.69,11.13,5.83,Salad,0
85,0.15,0.68,24.96,8.62,Pasta,0
100,0.0,0.84,12.53,6.74,Fish,0
80,0.2,0.93,5.46,2.95,Dessert,0
87,0.13,0.97,9.27,3.27,Dessert,0
92,0.08,0.96,6.82,2.34,Dessert,0
81,0.19,0.79,15.79,5.54,Salad,0
100,0.0,0.97,24.57,7.83,Pasta,0
81,0.19,0.67,43.88,18.39,Fish,0
74,0.26,0.96,19.49,6.42,Pasta,0
69,0.31,0.85,10.89,4.45,Salad,0
75,0.25,0.89,13.41,7.61,Pasta,0
87,0.13,0.85,24.63,10.86,Pasta,0
88,0.12,0.86,39.95,16.18,Meat,0
82,0.18,0.79,36.51,17.38,Fish,0
100,0.0,0.73,12.82,5.17,Fish,0
100,0.0,0.74,25.07,8.17,Meat,0
75,0.25,0.66,9.62,5.04,Dessert,0
65,0.35,0.68,18.03,7.6,Salad,0
87,0.13,0.89,39.84,14.77,Fish,0
100,0.0,0.94,9.89,3.2,Dessert,0
65,0.35,0.98,6.45,2.2,Dessert,0
100,0.0,0.7,26.55,9.37,Fish,0
86,0.14,0.97,10.85,6.31,Pasta,0
100,0.0,0.73,9.8,5.57,Dessert,0
99,0.01,0.85,9.32,4.95,Dessert,0
84,0.16,0.83,36.54,13.64,Meat,0
78,0.22,0.74,6.74,2.91,Dessert,0
90,0.1,0.77,18.92,6.07,Salad,0
100,0.0,0.7,39.91,15.91,Fish,0
85,0.15,0.7,15.28,7.95,Meat,0
88,0.12,0.86,40.7,16.76,Meat,0
71,0.29,0.69,43.03,17.9,Fish,0
71,0.29,0.96,6.4,2.01,Dessert,0
95,0.05,0.76,8.96,4.48,Dessert,0
86,0.14,0.73,19.16,8.83,Salad,0
88,0.12,0.96,8.47,5.08,Dessert,0
100,0.0,0.83,27.85,10.43,Meat,0
82,0.18,0.92,19.79,8.44,Salad,0
88,0.12,0.76,39.16,17.18,Meat,0
77,0.23,0.78,47.95,26.59,Meat,0
96,0.04,0.76,13.12,6.05,Salad,0
78,0.22,0.79,19.86,10.41,Fish,0
86,0.14,0.7,5.38,2.2,Dessert,0
58,0.42,0.92,5.23,1.88,Dessert,0
74,0.26,0.69,9.05,5.33,Dessert,0
91,0.09,0.85,33.7,11.6,Fish,0
57,0.43,0.74,18.63,10.0,Salad,0
90,0.1,0.69,23.71,14.08,Pasta,0
77,0.23,0.72,5.93,2.81,Dessert,0
58,0.42,0.71,14.7,4.64,Salad,0
83,0.17,0.67,19.01,11.16,Salad,0
100,0.0,0.73,49.05,27.97,Meat,0
89,0.11,0.87,9.74,3.25,Dessert,0
90,0.1,0.8,16.82,5.61,Meat,0
86,0.14,0.66,16.15,5.3,Pasta,0
96,0.04,0.77,22.32,9.64,Fish,0
49,0.51,0.69,18.73,9.43,Pasta,0
84,0.16,0.79,33.79,17.42,Meat,0
71,0.29,0.69,17.42,9.73,Pasta,0
100,0.0,0.86,15.59,7.15,Salad,0
95,0.05,0.8,34.92,11.45,Meat,0
85,0.15,0.82,23.61,13.96,Fish,0
99,0.01,0.84,19.48,9.9,Salad,0
66,0.34,0.82,14.26,7.41,Salad,0
85,0.15,0.77,6.4,3.84,Dessert,0
65,0.35,0.95,10.24,5.54,Salad,0
73,0.27,0.89,8.69,4.24,Dessert,0
98,0.02,0.91,41.64,19.25,Meat,0
100,0.0,0.78,29.61,13.84,Fish,0
91,0.09,0.81,12.51,5.6,Fish,0
87,0.13,0.95,21.64,6.52,Fish,0
90,0.1,0.69,26.99,8.66,Meat,0
61,0.39,0.76,40.4,14.06,Fish,0
79,0.21,0.79,29.72,10.29,Fish,0
87,0.13,0.67,26.59,13.45,Meat,0
86,0.14,0.95,16.23,8.29,Pasta,0
68,0.32,0.74,27.35,13.74,Meat,0
97,0.03,0.98,11.28,4.11,Pasta,0
96,0.04,0.71,47.42,19.44,Fish,0
67,0.33,0.73,8.85,3.47,Dessert,0
100,0.0,0.95,33.61,16.68,Fish,0
62,0.38,0.71,6.71,2.73,Dessert,0
57,0.43,0.84,19.23,8.9,Pasta,0
100,0.0,0.7,33.25,14.06,Meat,0
100,0.0,0.87,36.29,18.4,Fish,0
85,0.15,0.81,12.62,7.56,Salad,0
100,0.0,0.93,12.96,6.73,Pasta,0
96,0.04,0.66,35.66,20.07,Fish,0
100,0.0,0.94,19.23,6.58,Pasta,0
81,0.19,0.73,7.5,3.02,Dessert,0
94,0.06,0.69,15.67,6.97,Salad,0
97,0.03,1.0,9.32,3.08,Dessert,0
94,0.06,0.97,5.22,2.51,Dessert,0
83,0.17,0.73,24.48,12.1,Pasta,0
100,0.0,0.68,13.09,4.04,Salad,0
71,0.29,0.72,13.99,4.34,Pasta,0
100,0.0,0.93,17.9,9.22,Salad,0
98,0.02,0.78,7.37,3.54,Dessert,0
97,0.03,0.8,26.16,10.23,Fish,0
87,0.13,0.82,25.32,11.53,Fish,0
100,0.0,0.81,22.88,7.19,Pasta,0
90,0.1,0.86,31.26,16.47,Meat,0
100,0.0,0.88,16.24,5.67,Salad,0
74,0.26,0.96,36.97,19.77,Meat,0
67,0.33,0.87,13.35,4.05,Pasta,0
84,0.16,0.66,15.07,4.56,Salad,0
87,0.13,0.66,24.5,11.95,Pasta,0
91,0.09,0.8,15.94,6.13,Pasta,0
96,0.04,0.79,19.79,7.41,Salad,0
86,0.14,0.95,34.74,14.31,Fish,0
100,0.0,0.74,18.81,8.57,Pasta,0
65,0.35,0.83,15.67,8.04,Pasta,0
100,0.0,0.92,6.85,3.41,Dessert,0
88,0.12,0.99,15.98,7.69,Meat,0
87,0.13,0.75,19.57,10.06,Pasta,0
77,0.23,0.81,15.29,5.74,Meat,0
100,0.0,0.88,28.68,15.64,Fish,0
69,0.31,0.94,15.09,8.0,Salad,0
86,0.14,0.92,15.06,5.65,Meat,0
86,0.14,0.71,16.24,7.12,Salad,0
73,0.27,0.68,19.13,6.43,Salad,0
99,0.01,0.98,21.31,7.53,Fish,0
91,0.09,0.93,24.54,11.78,Fish,0
77,0.23,0.7,18.58,10.34,Salad,0
67,0.33,0.88,23.75,10.87,Pasta,0
85,0.15,0.86,19.24,9.21,Pasta,0
100,0.0,0.93,7.73,3.15,Dessert,0
68,0.32,0.68,15.7,7.51,Salad,0
84,0.16,0.68,10.85,5.75,Salad,0
74,0.26,0.8,12.14,5.7,Salad,0
100,0.0,0.94,6.44,2.98,Dessert,0
100,0.0,0.76,24.44,12.43,Meat,0
100,0.0,0.7,23.2,7.45,Meat,0
100,0.0,0.99,44.31,26.28,Meat,0
88,0.12,0.93,19.81,8.24,Pasta,0
75,0.25,0.82,8.15,3.5,Dessert,0
69,0.31,0.99,43.48,22.68,Meat,0
72,0.28,1.0,12.93,7.36,Pasta,0
81,0.19,0.8,24.16,7.3,Pasta,0
99,0.01,0.66,29.21,13.1,Meat,0
80,0.2,0.7,18.36,5.51,Salad,0
78,0.22,0.65,15.28,7.61,Meat,0
70,0.3,0.7,11.73,6.81,Salad,0
91,0.09,0.76,12.28,6.36,Pasta,0
68,0.32,0.9,21.87,10.16,Meat,0
85,0.15,0.79,36.21,11.38,Meat,0
80,0.2,0.68,9.24,3.63,Dessert,0
90,0.1,0.88,10.3,5.41,Pasta,0
93,0.07,0.99,13.57,6.66,Pasta,0
67,0.33,0.7,29.25,14.71,Fish,0
100,0.0,0.86,18.09,8.25,Pasta,0
85,0.15,0.89,36.74,20.82,Fish,0
63,0.37,0.69,7.84,4.67,Dessert,0
94,0.06,0.97,16.03,5.35,Meat,0
86,0.14,0.83,7.97,4.45,Dessert,0
96,0.04,0.98,17.7,5.72,Fish,0
94,0.06,0.75,19.39,9.2,Salad,0
60,0.4,0.97,15.36,4.65,Salad,0
99,0.01,0.7,15.79,7.28,Salad,0
68,0.32,1.0,32.9,18.56,Meat,0
68,0.32,0.9,6.55,2.68,Dessert,0
100,0.0,0.86,9.59,4.56,Dessert,0
70,0.3,0.78,20.45,11.22,Pasta,0
92,0.08,0.92,19.01,7.34,Salad,0
70,0.3,0.72,24.81,14.1,Meat,0
97,0.03,0.78,16.78,7.02,Pasta,0
86,0.14,0.79,39.17,14.78,Meat,0
81,0.19,0.96,9.1,2.76,Dessert,0
92,0.08,0.9,44.37,17.69,Fish,0
90,0.1,0.68,18.47,6.17,Salad,0
97,0.03,0.68,8.99,2.76,Dessert,0
92,0.08,0.84,14.73,8.46,Pasta,0
100,0.0,0.95,21.18,10.68,Pasta,0
87,0.13,0.92,19.38,9.77,Pasta,0
94,0.06,0.82,8.68,4.28,Dessert,0
92,0.08,0.96,10.26,5.53,Salad,0
82,0.18,0.87,19.92,6.36,Salad,0
85,0.15,0.77,25.26,14.7,Fish,0
93,0.07,0.67,11.11,4.16,Salad,0
75,0.25,0.75,36.02,20.56,Meat,0
81,0.19,0.7,21.72,13.01,Pasta,0
89,0.11,0.67,45.46,24.27,Meat,0
94,0.06,0.93,12.82,5.28,Fish,0
90,0.1,0.94,15.82,5.86,Pasta,0
39,0.61,0.82,7.12,2.89,Dessert,0
83,0.17,0.67,6.16,2.55,Dessert,0
97,0.03,0.81,11.44,6.69,Pasta,0
74,0.26,0.84,44.94,20.06,Meat,0
95,0.05,0.79,15.94,8.95,Fish,0
100,0.0,0.9,7.64,4.12,Dessert,0
79,0.21,0.95,14.15,8.26,Salad,0
90,0.1,0.86,21.71,9.75,Fish,0
94,0.06,0.84,35.13,11.97,Fish,0
87,0.13,0.98,7.74,2.63,Dessert,0
100,0.0,0.68,8.02,4.14,Dessert,0
100,0.0,0.71,12.57,4.87,Pasta,0
75,0.25,0.69,19.48,9.3,Meat,0
90,0.1,0.76,30.0,15.71,Fish,0
100,0.0,0.73,11.11,3.9,Pasta,0
78,0.22,0.91,25.28,13.76,Meat,0
83,0.17,0.98,16.22,5.21,Pasta,0
84,0.16,0.95,18.57,9.84,Pasta,0
100,0.0,0.7,23.59,12.75,Meat,0
97,0.03,0.65,36.04,11.53,Meat,0
73,0.27,0.95,7.56,2.64,Dessert,0
84,0.16,0.72,17.24,6.8,Pasta,0
92,0.08,0.8,17.32,9.06,Salad,0
100,0.0,0.83,17.09,5.19,Meat,0
86,0.14,0.99,39.66,15.5,Meat,0
100,0.0,0.71,32.88,19.07,Fish,0
100,0.0,0.69,12.04,5.72,Pasta,0
100,0.0,0.8,6.72,2.66,Dessert,0
100,0.0,0.93,21.37,8.62,Meat,0
98,0.02,0.95,17.99,5.76,Salad,0
97,0.03,0.82,16.95,9.43,Salad,0
65,0.35,0.96,8.32,2.69,Dessert,0
75,0.25,0.79,11.38,5.67,Salad,0
79,0.21,0.69,5.41,2.1,Dessert,0
78,0.22,0.95,14.51,6.62,Salad,0
94,0.06,0.99,7.66,4.32,Dessert,0
69,0.31,0.68,21.99,9.3,Pasta,0
92,0.08,0.69,7.11,3.67,Dessert,0
85,0.15,0.72,18.27,10.88,Fish,0
100,0.0,0.87,42.16,14.19,Fish,0
81,0.19,0.82,15.6,8.76,Pasta,0
83,0.17,0.75,10.15,4.47,Salad,0
100,0.0,0.83,16.92,9.08,Pasta,0
68,0.32,0.7,46.0,18.15,Meat,0
74,0.26,0.68,11.07,5.24,Salad,0
74,0.26,0.79,30.76,11.06,Meat,0
77,0.23,0.99,18.82,10.68,Meat,0
100,0.0,0.65,25.03,8.21,Fish,0
71,0.29,0.8,13.16,4.67,Salad,0
100,0.0,0.95,19.91,8.26,Fish,0
79,0.21,0.81,29.63,17.57,Meat,0
100,0.0,0.67,7.75,2.73,Dessert,0
99,0.01,0.83,12.98,5.36,Salad,0
98,0.02,0.95,38.44,12.3,Meat,0
59,0.41,0.93,10.42,4.08,Salad,0
81,0.19,0.83,8.86,2.88,Dessert,0
94,0.06,0.94,7.88,2.49,Dessert,0
80,0.2,0.87,30.03,12.86,Fish,0
100,0.0,0.79,29.65,14.97,Meat,0
80,0.2,0.96,16.88,5.88,Salad,0
82,0.18,0.75,18.6,7.95,Salad,0
93,0.07,0.67,31.67,18.51,Fish,0
64,0.36,0.92,44.65,19.11,Fish,0
86,0.14,0.96,9.86,4.6,Dessert,0
100,0.0,0.85,18.55,7.33,Pasta,0
100,0.0,0.66,11.44,4.84,Salad,0
100,0.0,0.67,19.5,11.15,Salad,0
86,0.14,0.93,47.46,25.5,Fish,0
100,0.0,0.84,6.3,3.44,Dessert,0
84,0.16,0.81,14.35,5.77,Pasta,0
98,0.02,0.66,24.62,13.58,Fish,0
100,0.0,0.72,17.37,7.85,Meat,0
95,0.05,0.98,15.35,4.85,Pasta,0
100,0.0,0.92,21.48,6.46,Pasta,0
96,0.04,0.69,20.78,6.75,Meat,0
100,0.0,0.79,22.68,13.37,Pasta,0
66,0.34,0.87,24.32,12.37,Meat,0
77,0.23,0.79,12.24,4.82,Salad,0
93,0.07,0.92,8.18,4.2,Dessert,0
100,0.0,0.83,21.64,6.82,Meat,0
100,0.0,0.88,5.44,2.51,Dessert,0
100,0.0,0.79,21.36,11.18,Fish,0
96,0.04,0.87,16.93,7.52,Meat,0
66,0.34,0.94,7.54,3.4,Dessert,0
91,0.09,0.98,11.12,4.87,Salad,0
85,0.15,0.73,18.1,10.21,Pasta,0
100,0.0,0.79,14.07,6.79,Salad,0
78,0.22,0.92,22.11,11.56,Pasta,0
78,0.22,0.99,17.36,9.08,Salad,0
100,0.0,0.94,15.08,5.66,Pasta,0
78,0.22,0.89,19.16,8.68,Pasta,0
100,0.0,0.69,20.93,9.19,Pasta,0
90,0.1,0.68,25.15,8.35,Meat,0
100,0.0,0.92,34.05,20.04,Meat,0
88,0.12,0.91,10.41,3.17,Salad,0
100,0.0,0.81,8.83,4.93,Dessert,0
100,0.0,0.92,48.98,14.99,Meat,0
89,0.11,1.0,6.67,2.7,Dessert,0
60,0.4,0.7,8.47,3.92,Dessert,0
78,0.22,0.81,34.92,16.75,Meat,0
95,0.05,0.7,39.01,14.37,Fish,0
89,0.11,0.8,39.89,12.97,Meat,0
100,0.0,0.83,20.87,7.73,Fish,0
90,0.1,0.82,22.93,10.5,Meat,0
94,0.06,0.71,19.74,10.99,Salad,0
100,0.0,0.89,21.0,10.76,Pasta,0
89,0.11,0.85,13.37,7.92,Salad,0
88,0.12,0.95,10.33,3.37,Salad,0
74,0.26,0.85,19.14,6.32,Salad,0
89,0.11,0.97,18.66,7.04,Salad,0
86,0.14,0.96,19.52,11.41,Pasta,0
100,0.0,0.88,24.37,13.81,Fish,0
100,0.0,0.75,19.52,10.33,Pasta,0
100,0.0,0.84,12.37,6.41,Salad,0
100,0.0,0.82,20.19,10.73,Pasta,0
96,0.04,0.74,35.82,14.9,Fish,0
80,0.2,0.99,7.76,3.45,Dessert,0
81,0.19,0.98,16.68,5.01,Pasta,0
88,0.12,0.9,23.62,9.05,Pasta,0
92,0.08,0.96,11.96,3.75,Salad,0
77,0.23,1.0,9.69,4.25,Dessert,0
95,0.05,0.78,6.43,2.02,Dessert,0
56,0.44,0.66,30.88,15.67,Fish,0
100,0.0,0.73,15.64,8.32,Meat,0
79,0.21,0.89,38.53,17.96,Fish,0
98,0.02,0.92,10.19,4.68,Pasta,0
100,0.0,0.84,16.33,7.67,Pasta,0
67,0.33,1.0,27.66,16.21,Fish,0
97,0.03,0.95,5.25,2.18,Dessert,0
100,0.0,0.73,15.92,6.76,Salad,0
100,0.0,0.79,30.19,14.29,Meat,0
100,0.0,0.98,16.89,9.91,Pasta,0
92,0.08,0.9,41.2,23.5,Meat,0
100,0.0,0.8,5.91,3.36,Dessert,0
100,0.0,0.83,15.63,8.17,Salad,0
96,0.04,0.75,15.03,8.02,Salad,0
92,0.08,0.67,7.7,2.66,Dessert,0
87,0.13,0.88,7.78,4.64,Dessert,0
71,0.29,0.96,48.52,22.5,Fish,0
94,0.06,0.98,9.32,5.35,Dessert,0
78,0.22,0.81,17.74,7.8,Salad,0
73,0.27,0.77,40.8,13.12,Meat,0
84,0.16,0.85,17.64,7.78,Fish,0
98,0.02,0.92,48.78,24.46,Meat,0
92,0.08,0.97,27.51,15.16,Meat,0
88,0.12,0.83,16.46,7.01,Salad,0
80,0.2,0.93,10.48,5.36,Salad,0
61,0.39,0.87,17.28,7.5,Pasta,0
79,0.21,0.73,17.49,9.92,Salad,0
100,0.0,0.89,19.51,7.61,Meat,0
100,0.0,0.78,8.4,4.27,Dessert,0
92,0.08,0.86,6.97,3.47,Dessert,0
100,0.0,0.89,16.48,5.64,Meat,0
53,0.47,0.94,41.47,24.26,Meat,0
100,0.0,0.7,11.11,4.35,Pasta,0
83,0.17,0.82,11.81,4.46,Salad,0
89,0.11,0.75,7.41,2.28,Dessert,0
100,0.0,0.68,46.17,16.17,Meat,0
100,0.0,0.75,23.91,9.0,Meat,0
75,0.25,0.66,23.33,8.75,Meat,0
75,0.25,0.81,8.61,4.64,Dessert,0
100,0.0,0.99,16.52,8.34,Pasta,0
70,0.3,0.74,23.92,10.07,Pasta,0
94,0.06,0.76,41.67,24.19,Fish,0
87,0.13,0.83,16.53,7.02,Fish,0
100,0.0,0.89,20.32,8.5,Meat,0
91,0.09,0.89,18.83,6.24,Salad,0
89,0.11,0.76,26.06,14.85,Meat,0
100,0.0,0.76,33.67,14.02,Fish,0
100,0.0,0.97,7.48,2.32,Dessert,0
85,0.15,0.86,10.91,3.67,Pasta,0
96,0.04,0.77,23.98,7.23,Pasta,0
87,0.13,0.99,22.85,7.39,Pasta,0
68,0.32,0.98,8.43,3.18,Dessert,0
79,0.21,0.9,23.31,8.03,Meat,0
81,0.19,0.85,44.43,22.39,Fish,0
68,0.32,0.94,6.72,2.57,Dessert,0
100,0.0,0.9,7.73,2.34,Dessert,0
80,0.2,0.81,5.8,2.21,Dessert,0
68,0.32,0.83,19.06,6.56,Salad,0
84,0.16,1.0,24.33,7.55,Pasta,0
82,0.18,0.82,14.87,6.78,Salad,0
89,0.11,0.97,17.87,7.85,Pasta,0
100,0.0,0.68,14.82,6.96,Pasta,0
83,0.17,0.91,13.32,4.84,Pasta,0
79,0.21,0.94,15.16,8.87,Meat,0
81,0.19,0.82,13.77,4.67,Fish,0
66,0.34,0.72,6.95,3.04,Dessert,0
85,0.15,0.74,25.37,8.43,Meat,0
84,0.16,0.66,38.25,18.61,Fish,0
75,0.25,0.66,12.13,4.76,Salad,0
98,0.02,0.69,43.92,25.09,Fish,0
100,0.0,0.81,13.01,4.29,Fish,0
73,0.27,0.72,30.57,16.58,Fish,0
85,0.15,0.66,17.92,9.35,Pasta,0
100,0.0,0.97,20.44,8.64,Fish,0
86,0.14,0.85,40.22,15.55,Meat,0
100,0.0,0.98,16.97,8.81,Pasta,0
68,0.32,0.81,6.06,1.9,Dessert,0
62,0.38,0.91,17.61,8.51,Fish,0
61,0.39,0.83,7.99,4.71,Dessert,0
92,0.08,0.68,11.04,4.71,Pasta,0
92,0.08,0.74,7.77,4.46,Dessert,0
100,0.0,0.97,14.06,5.47,Salad,0
80,0.2,0.69,10.52,5.02,Salad,0
94,0.06,0.72,48.66,14.64,Meat,0
92,0.08,0.76,43.82,17.6,Meat,0
72,0.28,0.86,20.76,6.45,Meat,0
51,0.49,0.78,8.48,4.02,Dessert,0
93,0.07,0.83,13.68,4.63,Pasta,0
65,0.35,0.82,24.76,12.64,Fish,0
75,0.25,0.75,15.98,6.38,Salad,0
100,0.0,0.71,9.7,3.88,Dessert,0
77,0.23,0.83,27.69,10.39,Fish,0
100,0.0,0.83,13.92,5.57,Fish,0
96,0.04,0.76,26.25,13.25,Meat,0
100,0.0,0.96,12.04,5.63,Pasta,0
86,0.14,0.92,9.59,3.23,Dessert,0
89,0.11,0.9,5.61,2.27,Dessert,0
100,0.0,0.85,25.19,13.42,Fish,0
76,0.24,0.74,9.49,4.83,Dessert,0
87,0.13,0.87,22.68,10.53,Pasta,0
100,0.0,0.68,44.71,14.3,Fish,0
100,0.0,1.0,10.24,3.64,Salad,0
97,0.03,0.78,36.33,12.07,Fish,0
82,0.18,0.84,7.43,3.96,Dessert,0
74,0.26,0.78,24.14,9.21,Meat,0
71,0.29,0.95,16.3,6.46,Pasta,0
61,0.39,0.89,28.52,13.01,Meat,0
88,0.12,0.97,18.64,9.77,Salad,0
94,0.06,0.96,6.4,3.04,Dessert,0
91,0.09,0.85,9.02,3.06,Dessert,0
100,0.0,0.94,16.15,5.36,Pasta,0
80,0.2,0.88,14.65,5.44,Salad,0
100,0.0,0.8,28.61,9.9,Meat,0
73,0.27,0.78,17.21,8.74,Pasta,0
95,0.05,0.99,6.31,3.26,Dessert,0
93,0.07,0.66,12.14,4.72,Salad,0
72,0.28,0.72,12.43,7.27,Pasta,0
82,0.18,0.79,14.62,8.27,Salad,0
97,0.03,0.79,43.07,17.85,Fish,0
100,0.0,0.69,14.2,5.25,Salad,0
97,0.03,0.83,10.39,6.06,Salad,0
97,0.03,0.83,5.24,1.63,Dessert,0
98,0.02,0.94,17.37,8.34,Salad,0
100,0.0,0.91,6.85,2.55,Dessert,0
74,0.26,0.73,15.33,7.34,Pasta,0
79,0.21,0.67,9.26,4.42,Dessert,0
96,0.04,0.98,12.24,5.84,Fish,0
100,0.0,0.77,13.06,7.27,Salad,0
94,0.06,0.94,19.45,10.27,Salad,0
89,0.11,0.99,11.01,4.16,Salad,0
83,0.17,0.89,33.64,10.55,Meat,0
82,0.18,0.97,17.05,5.23,Pasta,0
100,0.0,0.88,5.74,2.36,Dessert,0
77,0.23,1.0,23.77,10.61,Pasta,0
92,0.08,0.84,11.76,5.53,Salad,0
85,0.15,0.71,6.68,2.91,Dessert,0
92,0.08,0.97,7.13,3.38,Dessert,0
66,0.34,0.74,8.18,2.65,Dessert,0
100,0.0,0.9,43.57,19.14,Meat,0
93,0.07,0.78,36.77,15.38,Fish,0
78,0.22,0.75,6.0,2.66,Dessert,0
85,0.15,0.72,7.65,3.9,Dessert,0
89,0.11,0.74,44.63,21.6,Fish,0
85,0.15,0.7,9.92,3.33,Dessert,0
95,0.05,0.85,16.1,7.96,Salad,0
71,0.29,0.98,10.54,4.85,Pasta,0
100,0.0,0.84,30.3,11.87,Meat,0
91,0.09,0.79,17.0,5.23,Salad,0
78,0.22,0.66,23.71,9.25,Fish,0
100,0.0,0.72,8.8,3.92,Dessert,0
84,0.16,0.86,21.15,8.57,Fish,0
69,0.31,0.93,33.73,13.59,Fish,0
76,0.24,0.98,23.45,9.95,Fish,0
100,0.0,0.67,16.18,6.02,Salad,0
100,0.0,0.94,20.82,11.07,Pasta,0
77,0.23,0.84,9.43,4.53,Dessert,0
97,0.03,0.7,35.04,19.03,Meat,0
100,0.0,0.76,37.88,18.14,Fish,0
88,0.12,0.7,17.93,7.6,Fish,0
83,0.17,0.68,12.68,5.1,Salad,0
71,0.29,0.87,5.63,3.32,Dessert,0
79,0.21,0.72,21.3,7.71,Pasta,0
67,0.33,1.0,27.65,14.79,Fish,0
100,0.0,0.78,12.82,5.17,Pasta,0
59,0.41,0.86,17.91,5.63,Pasta,0
98,0.02,0.95,48.34,24.62,Fish,0
66,0.34,0.95,21.85,11.63,Fish,0
66,0.34,0.71,15.17,6.96,Pasta,0
95,0.05,0.66,10.37,5.32,Pasta,0
78,0.22,0.72,16.31,4.95,Meat,0
100,0.0,0.77,19.05,7.91,Salad,0
76,0.24,0.86,30.23,14.79,Fish,0
94,0.06,0.94,19.47,6.34,Salad,0
100,0.0,0.76,18.94,7.35,Fish,0
100,0.0,0.79,23.32,12.37,Pasta,0
90,0.1,0.9,12.16,5.5,Salad,0
100,0.0,0.78,5.07,2.62,Dessert,0
99,0.01,0.69,48.29,26.9,Meat,0
66,0.34,0.69,8.72,3.83,Dessert,0
100,0.0,0.75,15.92,8.36,Salad,0
100,0.0,0.87,10.05,5.15,Salad,0
90,0.1,0.94,23.21,7.43,Meat,0
100,0.0,0.74,15.44,7.72,Pasta,0
100,0.0,0.69,13.68,4.66,Pasta,0
100,0.0,0.79,11.97,5.37,Salad,0
70,0.3,0.8,14.03,7.63,Salad,0
92,0.08,0.8,12.15,6.46,Pasta,0
100,0.0,0.79,17.7,6.16,Salad,0
97,0.03,0.81,48.68,27.46,Meat,0
100,0.0,0.76,24.22,14.24,Fish,0
70,0.3,0.78,19.3,11.27,Salad,0
56,0.44,0.99,14.0,7.18,Salad,0
81,0.19,0.93,43.46,23.05,Meat,0
100,0.0,0.93,43.11,23.45,Fish,0
100,0.0,0.82,36.31,13.75,Fish,0
79,0.21,0.71,12.34,5.96,Salad,0
100,0.0,0.75,14.32,7.52,Salad,0
100,0.0,0.89,35.93,11.95,Fish,0
100,0.0,0.96,7.97,2.39,Dessert,0
84,0.16,1.0,19.85,10.52,Meat,0
100,0.0,0.75,18.94,9.47,Pasta,0
88,0.12,0.87,12.87,4.49,Salad,0
82,0.18,0.7,10.14,3.91,Pasta,0
61,0.39,0.99,5.08,1.88,Dessert,0
63,0.37,0.65,16.94,6.47,Salad,0
85,0.15,0.73,19.86,6.38,Salad,0
78,0.22,0.93,13.19,6.63,Pasta,0
100,0.0,0.67,10.58,3.56,Salad,0
60,0.4,0.83,9.36,4.8,Dessert,0
98,0.02,0.91,23.06,13.14,Fish,0
72,0.28,0.81,18.15,7.85,Salad,0
100,0.0,0.71,23.88,8.86,Fish,0
100,0.0,0.98,5.6,2.76,Dessert,0
90,0.1,0.82,48.09,14.61,Meat,0
90,0.1,0.71,15.32,8.63,Pasta,0
86,0.14,0.86,46.21,23.61,Meat,0
63,0.37,0.75,49.27,25.45,Meat,0
79,0.21,0.69,24.16,10.72,Pasta,0
81,0.19,0.76,9.32,3.97,Dessert,0
100,0.0,0.83,18.24,10.42,Salad,0
100,0.0,0.99,13.2,7.69,Salad,0
100,0.0,0.85,37.03,15.73,Fish,0
87,0.13,0.88,26.22,9.22,Fish,0
67,0.33,0.79,8.67,2.91,Dessert,0
